dguid,alt_geo_code,geo_level,geo_name,parent_dguid
2021A00052418060,2418060,census subdivision,"Saint-François-de-la-Rivière-du-Sud, Municipalité (MÉ)",2021A00032418
2021A00052418065,2418065,census subdivision,"Berthier-sur-Mer, Municipalité (MÉ)",2021A00032418
2021A00052418070,2418070,census subdivision,"Saint-Antoine-de-l'Isle-aux-Grues, Paroisse (municipalité de) (PE)",2021A00032418
2021A00052419005,2419005,census subdivision,"Saint-Philémon, Paroisse (municipalité de) (PE)",2021A00032419
2021A00052419010,2419010,census subdivision,"Notre-Dame-Auxiliatrice-de-Buckland, Paroisse (municipalité de) (PE)",2021A00032419
2021A00052419015,2419015,census subdivision,"Saint-Nazaire-de-Dorchester, Paroisse (municipalité de) (PE)",2021A00032419
2021A00052419020,2419020,census subdivision,"Saint-Léon-de-Standon, Paroisse (municipalité de) (PE)",2021A00032419
2021A00052419025,2419025,census subdivision,"Saint-Malachie, Paroisse (municipalité de) (PE)",2021A00032419
2021A00052419030,2419030,census subdivision,"Saint-Damien-de-Buckland, Paroisse (municipalité de) (PE)",2021A00032419
2021A00052419037,2419037,census subdivision,"Armagh, Municipalité (MÉ)",2021A00032419
2021A00052419045,2419045,census subdivision,"Saint-Nérée-de-Bellechasse, Municipalité (MÉ)",2021A00032419
2021A00052419050,2419050,census subdivision,"Saint-Lazare-de-Bellechasse, Municipalité (MÉ)",2021A00032419
2021A00052419055,2419055,census subdivision,"Sainte-Claire, Municipalité (MÉ)",2021A00032419
2021A00052419062,2419062,census subdivision,"Saint-Anselme, Municipalité (MÉ)",2021A00032419
2021A00052419068,2419068,census subdivision,"Saint-Henri, Municipalité (MÉ)",2021A00032419
2021A00052419070,2419070,census subdivision,"Honfleur, Municipalité (MÉ)",2021A00032419
2021A00052419075,2419075,census subdivision,"Saint-Gervais, Municipalité (MÉ)",2021A00032419
2021A00052419082,2419082,census subdivision,"Saint-Raphaël, Municipalité (MÉ)",2021A00032419
2021A00052419090,2419090,census subdivision,"La Durantaye, Paroisse (municipalité de) (PE)",2021A00032419
2021A00052419097,2419097,census subdivision,"Saint-Charles-de-Bellechasse, Municipalité (MÉ)",2021A00032419
2021A00052419105,2419105,census subdivision,"Beaumont, Municipalité (MÉ)",2021A00032419
2021A00052419110,2419110,census subdivision,"Saint-Michel-de-Bellechasse, Municipalité (MÉ)",2021A00032419
2021A00052419117,2419117,census subdivision,"Saint-Vallier, Municipalité (MÉ)",2021A00032419
2021A00052420005,2420005,census subdivision,"Saint-François-de-l'Île-d'Orléans, Municipalité (MÉ)",2021A00032420
2021A00052420010,2420010,census subdivision,"Sainte-Famille-de-l'Île-d'Orléans, Municipalité (MÉ)",2021A00032420
2021A00052420015,2420015,census subdivision,"Saint-Jean-de-l'Île-d'Orléans, Municipalité (MÉ)",2021A00032420
2021A00052420020,2420020,census subdivision,"Saint-Laurent-de-l'Île-d'Orléans, Municipalité (MÉ)",2021A00032420
2021A00052420025,2420025,census subdivision,"Saint-Pierre-de-l'Île-d'Orléans, Municipalité (MÉ)",2021A00032420
2021A00052420030,2420030,census subdivision,"Sainte-Pétronille, Village (VL)",2021A00032420
2021A00052421005,2421005,census subdivision,"Saint-Tite-des-Caps, Municipalité (MÉ)",2021A00032421
2021A00052421010,2421010,census subdivision,"Saint-Ferréol-les-Neiges, Municipalité (MÉ)",2021A00032421
2021A00052421015,2421015,census subdivision,"Saint-Louis-de-Gonzague-du-Cap-Tourmente, Paroisse (municipalité de) (PE)",2021A00032421
2021A00052421020,2421020,census subdivision,"Saint-Joachim, Paroisse (municipalité de) (PE)",2021A00032421
2021A00052421025,2421025,census subdivision,"Beaupré, Ville (V)",2021A00032421
2021A00052421030,2421030,census subdivision,"Sainte-Anne-de-Beaupré, Ville (V)",2021A00032421
2021A00052421035,2421035,census subdivision,"Château-Richer, Ville (V)",2021A00032421
2021A00052421040,2421040,census subdivision,"L'Ange-Gardien, Municipalité (MÉ)",2021A00032421
2021A00052421045,2421045,census subdivision,"Boischatel, Municipalité (MÉ)",2021A00032421
2021A00052421902,2421902,census subdivision,"Sault-au-Cochon, Unorganized (NO)",2021A00032421
2021A00052421904,2421904,census subdivision,"Lac-Jacques-Cartier, Unorganized (NO)",2021A00032421
2021A00052422005,2422005,census subdivision,"Sainte-Catherine-de-la-Jacques-Cartier, Ville (V)",2021A00032422
2021A00052422010,2422010,census subdivision,"Fossambault-sur-le-Lac, Ville (V)",2021A00032422
2021A00052422015,2422015,census subdivision,"Lac-Saint-Joseph, Ville (V)",2021A00032422
2021A00052422020,2422020,census subdivision,"Shannon, Ville (V)",2021A00032422
2021A00052422025,2422025,census subdivision,"Saint-Gabriel-de-Valcartier, Municipalité (MÉ)",2021A00032422
2021A00052422030,2422030,census subdivision,"Lac-Delage, Ville (V)",2021A00032422
2021A00052422035,2422035,census subdivision,"Stoneham-et-Tewkesbury, Cantons unis (municipalité de) (CU)",2021A00032422
2021A00052422040,2422040,census subdivision,"Lac-Beauport, Municipalité (MÉ)",2021A00032422
2021A00052422045,2422045,census subdivision,"Sainte-Brigitte-de-Laval, Ville (V)",2021A00032422
2021A00052422902,2422902,census subdivision,"Lac-Croche, Unorganized (NO)",2021A00032422
2021A00052423015,2423015,census subdivision,"Notre-Dame-des-Anges, Paroisse (municipalité de) (PE)",2021A00032423
2021A00052423027,2423027,census subdivision,"Québec, Ville (V)",2021A00032423
2021A00052423057,2423057,census subdivision,"L'Ancienne-Lorette, Ville (V)",2021A00032423
2021A00052423072,2423072,census subdivision,"Saint-Augustin-de-Desmaures, Ville (V)",2021A00032423
2021A00052423802,2423802,census subdivision,"Wendake, Indian reserve (IRI)",2021A00032423
2021A00052425213,2425213,census subdivision,"Lévis, Ville (V)",2021A00032425
2021A00052426005,2426005,census subdivision,"Frampton, Municipalité (MÉ)",2021A00032426
2021A00052426010,2426010,census subdivision,"Saints-Anges, Paroisse (municipalité de) (PE)",2021A00032426
2021A00052426015,2426015,census subdivision,"Vallée-Jonction, Municipalité (MÉ)",2021A00032426
2021A00052426022,2426022,census subdivision,"Saint-Elzéar, Municipalité (MÉ)",2021A00032426
2021A00052426030,2426030,census subdivision,"Sainte-Marie, Ville (V)",2021A00032426
2021A00052426035,2426035,census subdivision,"Sainte-Marguerite, Paroisse (municipalité de) (PE)",2021A00032426
2021A00052426040,2426040,census subdivision,"Sainte-Hénédine, Paroisse (municipalité de) (PE)",2021A00032426
2021A00052426048,2426048,census subdivision,"Scott, Municipalité (MÉ)",2021A00032426
2021A00052426055,2426055,census subdivision,"Saint-Bernard, Municipalité (MÉ)",2021A00032426
2021A00052426063,2426063,census subdivision,"Saint-Isidore, Municipalité (MÉ)",2021A00032426
2021A00052426070,2426070,census subdivision,"Saint-Lambert-de-Lauzon, Municipalité (MÉ)",2021A00032426
2021A00052427008,2427008,census subdivision,"Saint-Victor, Municipalité (MÉ)",2021A00032427
2021A00052427015,2427015,census subdivision,"Saint-Alfred, Municipalité (MÉ)",2021A00032427
2021A00052427028,2427028,census subdivision,"Beauceville, Ville (V)",2021A00032427
2021A00052427035,2427035,census subdivision,"Saint-Odilon-de-Cranbourne, Paroisse (municipalité de) (PE)",2021A00032427
2021A00052427043,2427043,census subdivision,"Saint-Joseph-de-Beauce, Ville (V)",2021A00032427
2021A00052427050,2427050,census subdivision,"Saint-Joseph-des-Érables, Municipalité (MÉ)",2021A00032427
2021A00052427055,2427055,census subdivision,"Saint-Jules, Paroisse (municipalité de) (PE)",2021A00032427
2021A00052427060,2427060,census subdivision,"Tring-Jonction, Village (VL)",2021A00032427
2021A00052427065,2427065,census subdivision,"Saint-Frédéric, Paroisse (municipalité de) (PE)",2021A00032427
2021A00052427070,2427070,census subdivision,"Saint-Séverin, Paroisse (municipalité de) (PE)",2021A00032427
2021A00052428005,2428005,census subdivision,"Saint-Zacharie, Municipalité (MÉ)",2021A00032428
2021A00052428015,2428015,census subdivision,"Sainte-Aurélie, Municipalité (MÉ)",2021A00032428
2021A00052428020,2428020,census subdivision,"Saint-Prosper, Municipalité (MÉ)",2021A00032428
2021A00052428025,2428025,census subdivision,"Saint-Benjamin, Municipalité (MÉ)",2021A00032428
2021A00052428030,2428030,census subdivision,"Sainte-Rose-de-Watford, Municipalité (MÉ)",2021A00032428
2021A00052428035,2428035,census subdivision,"Saint-Louis-de-Gonzague, Municipalité (MÉ)",2021A00032428
2021A00052428040,2428040,census subdivision,"Saint-Cyprien, Paroisse (municipalité de) (PE)",2021A00032428
2021A00052428045,2428045,census subdivision,"Sainte-Justine, Municipalité (MÉ)",2021A00032428
2021A00052428053,2428053,census subdivision,"Lac-Etchemin, Municipalité (MÉ)",2021A00032428
2021A00052428060,2428060,census subdivision,"Saint-Luc-de-Bellechasse, Municipalité (MÉ)",2021A00032428
2021A00052428065,2428065,census subdivision,"Sainte-Sabine, Paroisse (municipalité de) (PE)",2021A00032428
2021A00052428070,2428070,census subdivision,"Saint-Camille-de-Lellis, Paroisse (municipalité de) (PE)",2021A00032428
2021A00052428075,2428075,census subdivision,"Saint-Magloire, Municipalité (MÉ)",2021A00032428
2021A00052429005,2429005,census subdivision,"Saint-Théophile, Municipalité (MÉ)",2021A00032429
2021A00052429013,2429013,census subdivision,"Saint-Gédéon-de-Beauce, Municipalité (MÉ)",2021A00032429
2021A00052429020,2429020,census subdivision,"Saint-Hilaire-de-Dorset, Paroisse (municipalité de) (PE)",2021A00032429
2021A00052429025,2429025,census subdivision,"Saint-Évariste-de-Forsyth, Municipalité (MÉ)",2021A00032429
2021A00052429030,2429030,census subdivision,"La Guadeloupe, Village (VL)",2021A00032429
2021A00052429038,2429038,census subdivision,"Saint-Honoré-de-Shenley, Municipalité (MÉ)",2021A00032429
2021A00052429045,2429045,census subdivision,"Saint-Martin, Paroisse (municipalité de) (PE)",2021A00032429
2021A00052429050,2429050,census subdivision,"Saint-René, Paroisse (municipalité de) (PE)",2021A00032429
2021A00052429057,2429057,census subdivision,"Saint-Côme--Linière, Municipalité (MÉ)",2021A00032429
2021A00052429065,2429065,census subdivision,"Saint-Philibert, Municipalité (MÉ)",2021A00032429
2021A00052429073,2429073,census subdivision,"Saint-Georges, Ville (V)",2021A00032429
2021A00052429095,2429095,census subdivision,"Lac-Poulin, Village (VL)",2021A00032429
2021A00052429100,2429100,census subdivision,"Saint-Benoît-Labre, Municipalité (MÉ)",2021A00032429
2021A00052429112,2429112,census subdivision,"Saint-Éphrem-de-Beauce, Municipalité (MÉ)",2021A00032429
2021A00052429120,2429120,census subdivision,"Notre-Dame-des-Pins, Paroisse (municipalité de) (PE)",2021A00032429
2021A00052429125,2429125,census subdivision,"Saint-Simon-les-Mines, Municipalité (MÉ)",2021A00032429
2021A00052430005,2430005,census subdivision,"Saint-Augustin-de-Woburn, Paroisse (municipalité de) (PE)",2021A00032430
2021A00052430010,2430010,census subdivision,"Notre-Dame-des-Bois, Municipalité (MÉ)",2021A00032430
2021A00052430015,2430015,census subdivision,"Val-Racine, Municipalité (MÉ)",2021A00032430
2021A00052430020,2430020,census subdivision,"Piopolis, Municipalité (MÉ)",2021A00032430
2021A00052430025,2430025,census subdivision,"Frontenac, Municipalité (MÉ)",2021A00032430
2021A00052430030,2430030,census subdivision,"Lac-Mégantic, Ville (V)",2021A00032430
2021A00052430035,2430035,census subdivision,"Marston, Canton (municipalité de) (CT)",2021A00032430
2021A00052430040,2430040,census subdivision,"Milan, Municipalité (MÉ)",2021A00032430
2021A00052430045,2430045,census subdivision,"Nantes, Municipalité (MÉ)",2021A00032430
2021A00052430050,2430050,census subdivision,"Sainte-Cécile-de-Whitton, Municipalité (MÉ)",2021A00032430
2021A00052430055,2430055,census subdivision,"Audet, Municipalité (MÉ)",2021A00032430
2021A00052430070,2430070,census subdivision,"Saint-Robert-Bellarmin, Municipalité (MÉ)",2021A00032430
2021A00052430072,2430072,census subdivision,"Saint-Ludger, Municipalité (MÉ)",2021A00032430
2021A00052430080,2430080,census subdivision,"Lac-Drolet, Municipalité (MÉ)",2021A00032430
2021A00052430085,2430085,census subdivision,"Saint-Sébastien, Municipalité (MÉ)",2021A00032430
2021A00052430090,2430090,census subdivision,"Courcelles, Municipalité (MÉ)",2021A00032430
2021A00052430095,2430095,census subdivision,"Lambton, Municipalité (MÉ)",2021A00032430
2021A00052430100,2430100,census subdivision,"Saint-Romain, Municipalité (MÉ)",2021A00032430
2021A00052430105,2430105,census subdivision,"Stornoway, Municipalité (MÉ)",2021A00032430
2021A00052430110,2430110,census subdivision,"Stratford, Canton (municipalité de) (CT)",2021A00032430
2021A00052431008,2431008,census subdivision,"Beaulac-Garthby, Municipalité (MÉ)",2021A00032431
2021A00052431015,2431015,census subdivision,"Disraeli, Ville (V)",2021A00032431
2021A00052431020,2431020,census subdivision,"Disraeli, Paroisse (municipalité de) (PE)",2021A00032431
2021A00052431025,2431025,census subdivision,"Saint-Jacques-le-Majeur-de-Wolfestown, Paroisse (municipalité de) (PE)",2021A00032431
2021A00052431030,2431030,census subdivision,"Saint-Fortunat, Municipalité (MÉ)",2021A00032431
2021A00052431035,2431035,census subdivision,"Saint-Julien, Municipalité (MÉ)",2021A00032431
2021A00052431040,2431040,census subdivision,"Irlande, Municipalité (MÉ)",2021A00032431
2021A00052431045,2431045,census subdivision,"Saint-Joseph-de-Coleraine, Municipalité (MÉ)",2021A00032431
2021A00052431050,2431050,census subdivision,"Sainte-Praxède, Paroisse (municipalité de) (PE)",2021A00032431
2021A00052431056,2431056,census subdivision,"Adstock, Municipalité (MÉ)",2021A00032431
2021A00052431060,2431060,census subdivision,"Sainte-Clotilde-de-Beauce, Municipalité (MÉ)",2021A00032431
2021A00052431084,2431084,census subdivision,"Thetford Mines, Ville (V)",2021A00032431
2021A00052431095,2431095,census subdivision,"Saint-Adrien-d'Irlande, Municipalité (MÉ)",2021A00032431
2021A00052431100,2431100,census subdivision,"Saint-Jean-de-Brébeuf, Municipalité (MÉ)",2021A00032431
2021A00052431105,2431105,census subdivision,"Kinnear's Mills, Municipalité (MÉ)",2021A00032431
2021A00052431122,2431122,census subdivision,"East Broughton, Municipalité (MÉ)",2021A00032431
2021A00052431130,2431130,census subdivision,"Sacré-Coeur-de-Jésus, Paroisse (municipalité de) (PE)",2021A00032431
2021A00052431135,2431135,census subdivision,"Saint-Pierre-de-Broughton, Municipalité (MÉ)",2021A00032431
2021A00052431140,2431140,census subdivision,"Saint-Jacques-de-Leeds, Municipalité (MÉ)",2021A00032431
2021A00052432013,2432013,census subdivision,"Saint-Ferdinand, Municipalité (MÉ)",2021A00032432
2021A00052432023,2432023,census subdivision,"Sainte-Sophie-d'Halifax, Municipalité (MÉ)",2021A00032432
2021A00052432033,2432033,census subdivision,"Princeville, Ville (V)",2021A00032432
2021A00052432040,2432040,census subdivision,"Plessisville, Ville (V)",2021A00032432
2021A00052432045,2432045,census subdivision,"Plessisville, Paroisse (municipalité de) (PE)",2021A00032432
2021A00052432050,2432050,census subdivision,"Saint-Pierre-Baptiste, Paroisse (municipalité de) (PE)",2021A00032432
2021A00052432058,2432058,census subdivision,"Inverness, Municipalité (MÉ)",2021A00032432
2021A00052432065,2432065,census subdivision,"Lyster, Municipalité (MÉ)",2021A00032432
2021A00052432072,2432072,census subdivision,"Laurierville, Municipalité (MÉ)",2021A00032432
2021A00052432080,2432080,census subdivision,"Notre-Dame-de-Lourdes, Paroisse (municipalité de) (PE)",2021A00032432
2021A00052432085,2432085,census subdivision,"Villeroy, Municipalité (MÉ)",2021A00032432
2021A00052433007,2433007,census subdivision,"Saint-Sylvestre, Municipalité (MÉ)",2021A00032433
2021A00052433017,2433017,census subdivision,"Sainte-Agathe-de-Lotbinière, Municipalité (MÉ)",2021A00032433
2021A00052433025,2433025,census subdivision,"Saint-Patrice-de-Beaurivage, Municipalité (MÉ)",2021A00032433
2021A00052433030,2433030,census subdivision,"Saint-Narcisse-de-Beaurivage, Paroisse (municipalité de) (PE)",2021A00032433
2021A00052433035,2433035,census subdivision,"Saint-Gilles, Municipalité (MÉ)",2021A00032433
2021A00052433040,2433040,census subdivision,"Dosquet, Municipalité (MÉ)",2021A00032433
2021A00052433045,2433045,census subdivision,"Saint-Agapit, Municipalité (MÉ)",2021A00032433
2021A00052433052,2433052,census subdivision,"Saint-Flavien, Municipalité (MÉ)",2021A00032433
2021A00052433060,2433060,census subdivision,"Laurier-Station, Village (VL)",2021A00032433
2021A00052433065,2433065,census subdivision,"Saint-Janvier-de-Joly, Municipalité (MÉ)",2021A00032433
2021A00052433070,2433070,census subdivision,"Val-Alain, Municipalité (MÉ)",2021A00032433
2021A00052433080,2433080,census subdivision,"Saint-Édouard-de-Lotbinière, Paroisse (municipalité de) (PE)",2021A00032433
2021A00052433085,2433085,census subdivision,"Notre-Dame-du-Sacré-Coeur-d'Issoudun, Paroisse (municipalité de) (PE)",2021A00032433
2021A00052433090,2433090,census subdivision,"Saint-Apollinaire, Municipalité (MÉ)",2021A00032433
2021A00052433095,2433095,census subdivision,"Saint-Antoine-de-Tilly, Municipalité (MÉ)",2021A00032433
2021A00052433102,2433102,census subdivision,"Sainte-Croix, Municipalité (MÉ)",2021A00032433
2021A00052433115,2433115,census subdivision,"Lotbinière, Municipalité (MÉ)",2021A00032433
2021A00052433123,2433123,census subdivision,"Leclercville, Municipalité (MÉ)",2021A00032433
2021A00052434007,2434007,census subdivision,"Neuville, Ville (V)",2021A00032434
2021A00052434017,2434017,census subdivision,"Pont-Rouge, Ville (V)",2021A00032434
2021A00052434025,2434025,census subdivision,"Donnacona, Ville (V)",2021A00032434
2021A00052434030,2434030,census subdivision,"Cap-Santé, Ville (V)",2021A00032434
2021A00052434038,2434038,census subdivision,"Saint-Basile, Ville (V)",2021A00032434
2021A00052434048,2434048,census subdivision,"Portneuf, Ville (V)",2021A00032434
2021A00052434058,2434058,census subdivision,"Deschambault-Grondines, Municipalité (MÉ)",2021A00032434
2021A00052434060,2434060,census subdivision,"Saint-Gilbert, Paroisse (municipalité de) (PE)",2021A00032434
2021A00052434065,2434065,census subdivision,"Saint-Marc-des-Carrières, Ville (V)",2021A00032434
2021A00052434078,2434078,census subdivision,"Saint-Casimir, Municipalité (MÉ)",2021A00032434
2021A00052434085,2434085,census subdivision,"Saint-Thuribe, Paroisse (municipalité de) (PE)",2021A00032434
2021A00052434090,2434090,census subdivision,"Saint-Ubalde, Municipalité (MÉ)",2021A00032434
2021A00052434097,2434097,census subdivision,"Saint-Alban, Municipalité (MÉ)",2021A00032434
2021A00052434105,2434105,census subdivision,"Sainte-Christine-d'Auvergne, Municipalité (MÉ)",2021A00032434
2021A00052434115,2434115,census subdivision,"Saint-Léonard-de-Portneuf, Municipalité (MÉ)",2021A00032434
2021A00052434120,2434120,census subdivision,"Lac-Sergent, Ville (V)",2021A00032434
2021A00052434128,2434128,census subdivision,"Saint-Raymond, Ville (V)",2021A00032434
2021A00052434135,2434135,census subdivision,"Rivière-à-Pierre, Municipalité (MÉ)",2021A00032434
2021A00052434902,2434902,census subdivision,"Lac-Blanc, Unorganized (NO)",2021A00032434
2021A00052434904,2434904,census subdivision,"Linton, Unorganized (NO)",2021A00032434
2021A00052434906,2434906,census subdivision,"Lac-Lapeyrère, Unorganized (NO)",2021A00032434
2021A00052435005,2435005,census subdivision,"Notre-Dame-de-Montauban, Municipalité (MÉ)",2021A00032435
2021A00052435010,2435010,census subdivision,"Lac-aux-Sables, Paroisse (municipalité de) (PE)",2021A00032435
2021A00052435015,2435015,census subdivision,"Saint-Adelphe, Paroisse (municipalité de) (PE)",2021A00032435
2021A00052435020,2435020,census subdivision,"Saint-Séverin, Paroisse (municipalité de) (PE)",2021A00032435
2021A00052435027,2435027,census subdivision,"Saint-Tite, Ville (V)",2021A00032435
2021A00052435035,2435035,census subdivision,"Hérouxville, Paroisse (municipalité de) (PE)",2021A00032435
2021A00052435040,2435040,census subdivision,"Grandes-Piles, Village (VL)",2021A00032435
2021A00052435045,2435045,census subdivision,"Saint-Roch-de-Mékinac, Paroisse (municipalité de) (PE)",2021A00032435
2021A00052435050,2435050,census subdivision,"Sainte-Thècle, Municipalité (MÉ)",2021A00032435
2021A00052435055,2435055,census subdivision,"Trois-Rives, Municipalité (MÉ)",2021A00032435
2021A00052435902,2435902,census subdivision,"Lac-Masketsi, Unorganized (NO)",2021A00032435
2021A00052435904,2435904,census subdivision,"Lac-Normand, Unorganized (NO)",2021A00032435
2021A00052435906,2435906,census subdivision,"Rivière-de-la-Savane, Unorganized (NO)",2021A00032435
2021A00052435908,2435908,census subdivision,"Lac-Boulé, Unorganized (NO)",2021A00032435
2021A00052436033,2436033,census subdivision,"Shawinigan, Ville (V)",2021A00032436
2021A00052437067,2437067,census subdivision,"Trois-Rivières, Ville (V)",2021A00032437
2021A00052437205,2437205,census subdivision,"Sainte-Anne-de-la-Pérade, Municipalité (MÉ)",2021A00032437
2021A00052437210,2437210,census subdivision,"Batiscan, Municipalité (MÉ)",2021A00032437
2021A00052437215,2437215,census subdivision,"Sainte-Geneviève-de-Batiscan, Paroisse (municipalité de) (PE)",2021A00032437
2021A00052437220,2437220,census subdivision,"Champlain, Municipalité (MÉ)",2021A00032437
2021A00052437225,2437225,census subdivision,"Saint-Luc-de-Vincennes, Municipalité (MÉ)",2021A00032437
2021A00052437230,2437230,census subdivision,"Saint-Maurice, Paroisse (municipalité de) (PE)",2021A00032437
2021A00052437235,2437235,census subdivision,"Notre-Dame-du-Mont-Carmel, Paroisse (municipalité de) (PE)",2021A00032437
2021A00052437240,2437240,census subdivision,"Saint-Narcisse, Paroisse (municipalité de) (PE)",2021A00032437
2021A00052437245,2437245,census subdivision,"Saint-Stanislas, Municipalité (MÉ)",2021A00032437
2021A00052437250,2437250,census subdivision,"Saint-Prosper-de-Champlain, Municipalité (MÉ)",2021A00032437
2021A00052438005,2438005,census subdivision,"Saint-Sylvère, Municipalité (MÉ)",2021A00032438
2021A00052438010,2438010,census subdivision,"Bécancour, Ville (V)",2021A00032438
2021A00052438015,2438015,census subdivision,"Sainte-Marie-de-Blandford, Municipalité (MÉ)",2021A00032438
2021A00052438020,2438020,census subdivision,"Lemieux, Municipalité (MÉ)",2021A00032438
2021A00052438028,2438028,census subdivision,"Manseau, Municipalité (MÉ)",2021A00032438
2021A00052438035,2438035,census subdivision,"Sainte-Françoise, Municipalité (MÉ)",2021A00032438
2021A00052438040,2438040,census subdivision,"Sainte-Sophie-de-Lévrard, Paroisse (municipalité de) (PE)",2021A00032438
2021A00052438047,2438047,census subdivision,"Fortierville, Municipalité (MÉ)",2021A00032438
2021A00052438055,2438055,census subdivision,"Parisville, Paroisse (municipalité de) (PE)",2021A00032438
2021A00052438060,2438060,census subdivision,"Sainte-Cécile-de-Lévrard, Paroisse (municipalité de) (PE)",2021A00032438
2021A00052438065,2438065,census subdivision,"Saint-Pierre-les-Becquets, Municipalité (MÉ)",2021A00032438
2021A00052438070,2438070,census subdivision,"Deschaillons-sur-Saint-Laurent, Municipalité (MÉ)",2021A00032438
2021A00052438802,2438802,census subdivision,"Wôlinak, Indian reserve (IRI)",2021A00032438
2021A00052439005,2439005,census subdivision,"Saints-Martyrs-Canadiens, Paroisse (municipalité de) (PE)",2021A00032439
2021A00052439010,2439010,census subdivision,"Ham-Nord, Canton (municipalité de) (CT)",2021A00032439
2021A00052439015,2439015,census subdivision,"Notre-Dame-de-Ham, Municipalité (MÉ)",2021A00032439
2021A00052439020,2439020,census subdivision,"Saint-Rémi-de-Tingwick, Municipalité (MÉ)",2021A00032439
2021A00052439025,2439025,census subdivision,"Tingwick, Municipalité (MÉ)",2021A00032439
2021A00052439030,2439030,census subdivision,"Chesterville, Municipalité (MÉ)",2021A00032439
2021A00052439035,2439035,census subdivision,"Sainte-Hélène-de-Chester, Municipalité (MÉ)",2021A00032439
2021A00052439043,2439043,census subdivision,"Saint-Norbert-d'Arthabaska, Municipalité (MÉ)",2021A00032439
2021A00052439060,2439060,census subdivision,"Saint-Christophe-d'Arthabaska, Paroisse (municipalité de) (PE)",2021A00032439
2021A00052439062,2439062,census subdivision,"Victoriaville, Ville (V)",2021A00032439
2021A00052439077,2439077,census subdivision,"Warwick, Ville (V)",2021A00032439
2021A00052439085,2439085,census subdivision,"Saint-Albert, Municipalité (MÉ)",2021A00032439
2021A00052439090,2439090,census subdivision,"Sainte-Élizabeth-de-Warwick, Municipalité (MÉ)",2021A00032439
2021A00052439097,2439097,census subdivision,"Kingsey Falls, Ville (V)",2021A00032439
2021A00052439105,2439105,census subdivision,"Sainte-Séraphine, Paroisse (municipalité de) (PE)",2021A00032439
2021A00052439117,2439117,census subdivision,"Sainte-Clotilde-de-Horton, Municipalité (MÉ)",2021A00032439
2021A00052439130,2439130,census subdivision,"Saint-Samuel, Municipalité (MÉ)",2021A00032439
2021A00052439135,2439135,census subdivision,"Saint-Valère, Municipalité (MÉ)",2021A00032439
2021A00052439145,2439145,census subdivision,"Saint-Rosaire, Paroisse (municipalité de) (PE)",2021A00032439
2021A00052439152,2439152,census subdivision,"Daveluyville, Ville (V)",2021A00032439
2021A00052439165,2439165,census subdivision,"Maddington Falls, Municipalité (MÉ)",2021A00032439
2021A00052439170,2439170,census subdivision,"Saint-Louis-de-Blandford, Municipalité (MÉ)",2021A00032439
2021A00052440005,2440005,census subdivision,"Ham-Sud, Municipalité (MÉ)",2021A00032440
2021A00052440010,2440010,census subdivision,"Saint-Adrien, Municipalité (MÉ)",2021A00032440
2021A00052440017,2440017,census subdivision,"Wotton, Municipalité (MÉ)",2021A00032440
2021A00052440025,2440025,census subdivision,"Saint-Camille, Canton (municipalité de) (CT)",2021A00032440
2021A00052440032,2440032,census subdivision,"Saint-Georges-de-Windsor, Municipalité (MÉ)",2021A00032440
2021A00052440043,2440043,census subdivision,"Val-des-Sources, Ville (V)",2021A00032440
2021A00052440047,2440047,census subdivision,"Danville, Ville (V)",2021A00032440
2021A00052441012,2441012,census subdivision,"Saint-Isidore-de-Clifton, Municipalité (MÉ)",2021A00032441
2021A00052441020,2441020,census subdivision,"Chartierville, Municipalité (MÉ)",2021A00032441
2021A00052441027,2441027,census subdivision,"La Patrie, Municipalité (MÉ)",2021A00032441
2021A00052441037,2441037,census subdivision,"Newport, Municipalité (MÉ)",2021A00032441
2021A00052441038,2441038,census subdivision,"Cookshire-Eaton, Ville (V)",2021A00032441
2021A00052441055,2441055,census subdivision,"Ascot Corner, Municipalité (MÉ)",2021A00032441
2021A00052441060,2441060,census subdivision,"East Angus, Ville (V)",2021A00032441
2021A00052441065,2441065,census subdivision,"Westbury, Canton (municipalité de) (CT)",2021A00032441
2021A00052441070,2441070,census subdivision,"Bury, Municipalité (MÉ)",2021A00032441
2021A00052441075,2441075,census subdivision,"Hampden, Canton (municipalité de) (CT)",2021A00032441
2021A00052441080,2441080,census subdivision,"Scotstown, Ville (V)",2021A00032441
2021A00052441085,2441085,census subdivision,"Lingwick, Canton (municipalité de) (CT)",2021A00032441
2021A00052441098,2441098,census subdivision,"Weedon, Municipalité (MÉ)",2021A00032441
2021A00052441117,2441117,census subdivision,"Dudswell, Municipalité (MÉ)",2021A00032441
2021A00052442005,2442005,census subdivision,"Stoke, Municipalité (MÉ)",2021A00032442
2021A00052442020,2442020,census subdivision,"Saint-François-Xavier-de-Brompton, Municipalité (MÉ)",2021A00032442
2021A00052442025,2442025,census subdivision,"Saint-Denis-de-Brompton, Municipalité (MÉ)",2021A00032442
2021A00052442032,2442032,census subdivision,"Racine, Municipalité (MÉ)",2021A00032442
2021A00052442040,2442040,census subdivision,"Bonsecours, Municipalité (MÉ)",2021A00032442
2021A00052442045,2442045,census subdivision,"Lawrenceville, Village (VL)",2021A00032442
2021A00052442050,2442050,census subdivision,"Sainte-Anne-de-la-Rochelle, Municipalité (MÉ)",2021A00032442
